MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime
179,109,53,7230,6396,1200,21
179,109,55,7557,6394,1102,20
179,109,55,7299,6395,1090,24
298,342,41,5382,6275,1489,43
33,342,59,4410,4431,322,23
33,342,71,3722,4431,2,23
33,342,66,1507,4431,3244,23
33,342,70,1507,4431,3513,23
33,342,66,1507,4431,3244,23
33,342,67,1507,4431,3244,23
33,342,66,1507,4431,3244,23
33,342,67,1507,4431,3244,23
33,342,66,1507,4431,3244,23
33,342,67,1507,4431,3244,23
246,39,71,3183,2623,1033,52
98,342,57,202,5735,656,50
98,342,56,4477,5735,411,48
189,454,72,4526,3767,2063,23
189,454,70,6046,1715,1279,23
185,5,67,7245,5369,2029,23
50,129,66,4449,1035,2327,41
50,129,58,4011,1045,1777,16
50,129,65,4448,1043,1846,16
50,129,60,4007,1040,1417,19
50,129,64,4451,1036,1633,17
50,129,61,4829,1039,1204,18
50,129,50,5479,1044,1136,15
50,129,49,4447,1041,1136,12
50,129,51,2637,1034,952,15
50,129,48,4450,1033,720,16
17,109,81,2306,3229,1820,23
50,129,54,4006,1038,854,16
114,177,68,2135,6877,1621,16
37,385,60,5733,5976,1181,60
37,385,64,2927,5691,1077,60
37,385,62,1536,5976,1091,56
37,385,65,6906,5690,1140,60
37,385,60,5140,4273,960,56
37,385,61,1890,2552,881,59
37,385,64,6254,2552,1013,71
256,391,51,3742,118,2417,47
283,438,55,7718,5841,899,51
137,342,61,1507,2675,4049,23
239,5,33,2437,5838,1137,41
185,5,66,5369,5091,1962,23
94,226,69,4993,550,322,23
94,226,70,7770,550,3956,23
94,226,68,4991,550,3756,23
94,226,68,4539,550,3756,23
94,226,68,4995,1847,3513,23
94,226,67,4774,550,3513,23
94,226,62,1862,550,3244,23
94,226,64,7783,550,3513,23
94,226,65,1507,550,3513,23
94,226,67,4773,550,3513,23
94,226,68,4992,550,3756,23
94,226,65,7784,550,3513,23
94,226,67,5797,550,3513,23
94,226,72,4994,550,3756,23
94,226,69,6321,550,2,23
235,75,66,1614,4582,1526,21
235,75,67,528,4583,1510,23
235,75,62,7508,3332,1415,20
235,75,63,1873,3331,1419,18
235,75,75,1652,3330,1913,23
235,75,71,2986,3331,1833,18
254,52,51,7763,6038,2213,23
266,177,58,7660,2557,3023,23
187,217,48,169,2663,1068,23
187,217,53,7077,2660,695,23
187,217,48,967,2662,476,23
187,217,50,288,2659,205,23
187,217,58,7081,2660,292,23
187,217,45,345,2658,4083,23
187,217,56,1208,2661,82,23
283,438,56,1192,5841,632,54
283,438,60,5532,5841,458,42
1,109,63,4684,2611,632,21
3,109,53,2862,1639,2887,23
3,109,53,5020,1644,2674,23
3,109,53,2184,374,2582,25
3,109,55,4196,178,2542,23
3,109,55,2183,1640,2542,25
3,109,61,3724,1923,2582,30
3,109,51,3727,378,2205,23
3,109,56,6925,376,2089,23
3,109,62,2155,1924,2205,25
3,109,59,3725,378,2089,23
3,109,61,5519,179,2483,25
185,5,65,2065,5091,1962,23
77,177,59,1102,3802,3514,23
246,39,73,2293,2624,1087,54
77,177,58,7431,3802,3804,23
77,177,60,5134,3802,3662,23
77,177,62,2308,3802,3550,23
77,177,63,3235,3802,3592,23
213,177,53,3553,5189,1785,34
213,177,58,7636,5967,1504,31
213,177,57,7516,5967,1197,29
213,177,54,3638,5189,1021,30
213,177,52,2206,3312,954,29
213,177,56,3411,3312,814,33
213,177,54,659,3983,742,25
213,177,54,4351,3292,704,31
213,177,61,7673,3153,750,34
213,177,56,7113,3153,693,35
98,342,58,6967,3218,132,52
10,247,58,7588,4652,159,23
10,247,58,2667,4543,26,23
10,247,57,2666,4543,4099,23
10,247,61,3253,4652,4049,23
10,247,61,713,4652,4049,23
185,5,70,7273,5369,2089,23
29,380,58,1507,5082,3780,42
98,342,58,5730,3218,338,50
98,342,61,4478,5948,60,45
98,342,59,5729,5948,4112,49
224,180,64,5845,4029,3745,23
224,180,64,6311,4725,3613,23
306,250,64,3709,4203,4089,48
306,250,64,5299,3173,4026,46
306,250,66,3710,3173,4090,51
306,250,69,5389,4203,4123,50
224,180,65,4086,2606,3576,23
224,180,64,5844,4479,3526,23
224,180,64,7543,5343,3539,23
224,180,69,5846,2633,3572,23
224,180,70,2554,3350,3570,23
224,180,71,2553,5765,3541,23
224,180,72,6668,5771,3544,23
224,180,74,1651,5049,3659,23
185,5,61,1808,5369,1962,23
124,5,54,2588,5818,477,34
1,109,64,1827,4108,609,21
1,109,59,7611,3413,555,21
1,109,60,4960,2612,566,21
1,109,62,2787,6339,583,21
1,109,56,5873,4108,542,21
1,109,64,7107,2611,663,21
1,109,56,4636,4107,518,21
1,109,67,6365,6339,566,22
1,109,69,7610,5455,622,21
1,109,70,1723,2610,574,21
1,109,69,2330,3547,518,23
1,109,70,7663,6726,687,21
264,3,66,7505,5977,1955,48
264,3,67,5885,5977,1947,47
185,5,72,6106,5369,2152,23
124,5,55,7701,3081,344,43
124,5,53,7635,3081,248,47
140,5,67,6074,2519,4107,41
140,5,73,5375,2782,352,41
195,120,67,5439,6833,22,21
195,120,68,5130,6831,4106,21
195,120,58,4956,6233,4097,21
195,120,73,4957,6833,4004,21
195,120,65,1956,6832,3916,20
195,120,65,5440,6831,3536,20
195,120,79,5438,6833,154,21
195,120,62,5441,6834,3393,21
195,120,76,1937,6832,3721,21
189,454,76,531,3766,2457,23
189,454,70,3802,3766,1558,23
189,454,60,367,3766,1397,23
189,454,76,6045,3766,1856,23
189,454,67,976,3766,1294,23
189,454,67,1061,3766,988,23
189,454,61,1002,3766,988,23
149,360,30,5280,232,411,42
149,360,29,7135,231,338,42
149,360,34,6693,230,505,55
306,250,66,6029,4203,4032,49
306,250,68,2289,3173,4070,45
283,438,50,4443,5841,476,23
283,438,59,527,5841,338,47
15,195,55,1811,2448,2425,23
15,195,60,7613,2448,2235,23
15,195,63,2621,2448,2226,23
15,195,60,4319,2448,2090,23
15,195,60,5201,3321,2042,23
15,195,63,3189,3321,2222,23
15,195,66,6989,3321,2367,23
15,195,60,6640,3321,2232,23
196,247,59,2185,5156,3971,41
246,39,75,7104,5589,1206,53
219,120,43,4731,27,2326,22
85,338,60,5990,515,3276,32
76,128,62,3560,6801,2190,27
76,128,62,3559,6801,2078,27
76,128,65,770,6801,2100,28
76,128,61,7513,6801,2016,27
76,128,66,3561,6801,2056,27
76,128,60,3181,6801,2417,26
76,128,67,1175,6801,2035,27
76,128,64,7514,6801,1879,28
76,128,71,2263,6802,2315,28
25,43,51,7609,5131,2339,41
185,5,71,6118,5091,1904,23
185,5,68,5370,5091,1962,23
250,264,62,5843,2909,2876,50
250,264,66,6470,2908,3173,23
250,264,64,1036,2907,2812,46
250,264,65,6736,2910,2785,45
281,180,59,7615,4124,397,23
82,195,55,5825,2550,1918,23
82,195,58,4792,2550,1563,22
82,195,61,2332,2551,1509,22
82,195,62,4794,2550,1379,22
254,52,56,7182,6038,2054,23
254,52,56,3715,6039,1943,23
281,180,62,2180,4124,279,26
281,180,62,4933,5694,205,25
281,180,65,2510,5694,397,26
281,180,64,4932,2734,205,26
281,180,63,2229,2734,232,26
281,180,61,2048,4842,132,29
281,180,62,3212,4842,114,29
281,180,70,4048,5586,595,26
281,180,66,3315,5586,132,23
82,195,63,6168,2551,1462,23
82,195,63,4793,2550,1462,23
13,343,75,6033,5081,679,43
185,5,69,7340,5091,1836,23
204,109,62,6538,3251,4003,23
204,109,65,2674,3991,4050,23
204,109,65,3663,6311,4052,23
204,109,67,3490,6738,4127,23
204,109,68,4618,3991,19,23
0,383,41,6462,5501,1039,58
254,52,57,6097,6039,1953,23
25,43,54,7266,2797,2307,41
25,43,54,4431,4778,2213,41
121,109,49,4505,4213,1712,22
55,261,59,2523,4721,864,41
273,383,54,2425,6368,1411,23
273,383,53,5359,6368,980,23
273,383,53,549,4066,810,23
273,383,54,5030,4066,687,23
273,383,52,5031,5563,566,23
273,383,53,854,5564,555,23
273,383,52,5032,2692,397,23
273,383,54,930,2692,397,23
273,383,55,6227,3592,397,23
273,383,54,3266,3592,458,23
225,382,71,5088,3797,1229,41
225,382,62,2770,5139,875,41
225,382,62,3226,4542,878,40
225,382,76,2772,3392,2099,40
225,382,64,4984,2582,825,40
225,382,67,5697,5695,857,41
225,382,62,7502,2694,931,41
225,382,63,4345,2562,722,41
225,382,31,6481,4870,2647,40
225,382,45,2771,4039,1421,41
225,382,50,2768,3798,1138,41
225,382,53,1607,3914,2164,42
22,383,54,1142,3462,215,49
146,242,70,1759,5696,2194,55
123,188,69,1364,4364,2768,37
123,188,73,7261,4364,2646,31
123,188,72,4557,5179,2546,27
123,188,70,3412,4364,2495,30
123,188,67,7599,4364,2501,29
123,188,73,4555,4414,2536,28
123,188,75,4556,4309,2671,26
123,188,78,4554,4309,2921,23
123,188,78,4552,4364,2766,34
0,383,41,1618,5501,829,57
264,3,68,2327,5781,2043,47
86,255,54,5871,4776,2928,56
86,255,58,3805,4776,2436,54
86,255,56,465,4776,2153,55
86,255,54,3131,4776,2001,50
86,255,52,1010,4776,1918,54
86,255,54,3572,4776,1718,48
86,255,57,3571,4776,1807,43
86,255,58,6526,4776,1846,52
98,342,61,3299,5715,4099,48
98,342,61,4476,5715,4112,48
98,342,67,3114,3112,446,70
289,195,58,1507,3810,3569,23
289,195,57,1507,5033,3294,23
289,195,59,1507,3810,3245,23
253,187,65,3604,2855,2966,49
40,147,49,1507,1726,3294,23
40,147,51,1507,1098,2760,23
40,147,53,1507,1097,2542,23
40,147,52,1507,1727,2438,23
40,147,47,1507,811,2263,23
40,147,53,1507,2217,2152,23
40,147,48,1507,1100,1962,23
40,147,45,1507,1099,1962,23
40,147,53,1507,557,2152,23
40,147,49,1507,556,1962,23
40,147,53,6319,810,2152,23
40,147,54,1507,810,2029,23
22,383,56,926,3462,4091,48
22,383,56,1820,3462,3985,49
22,383,59,1929,3462,3941,52
22,383,60,2987,3462,3965,45
22,383,66,1185,3462,554,49
13,343,75,4567,5080,681,43
13,343,76,4844,5184,706,43
55,261,59,7503,3896,1353,44
55,261,58,2213,4480,1058,41
55,261,67,6442,5097,1136,40
55,261,62,2782,4214,695,42
55,261,64,1893,2916,845,41
55,261,58,4213,4301,695,41
55,261,61,2334,4843,555,42
55,261,61,1508,3896,687,41
103,111,51,6122,3763,475,23
103,111,45,2855,3763,594,23
103,111,50,3737,3763,2,23
103,111,51,7559,3763,2,23
103,111,52,7608,3763,3956,23
103,111,50,4398,3763,3956,23
103,111,53,2165,3763,3956,23
103,111,51,7185,3763,3956,23
103,111,53,2781,3763,3756,23
23,132,61,2377,2604,3481,26
154,371,62,4776,5568,3604,51
154,371,57,7535,5568,3231,23
154,371,60,6942,5568,3059,23
154,371,62,3224,5568,2959,23
154,371,66,3354,5568,2975,23
154,371,62,4286,5568,2749,23
154,371,60,3406,5568,2692,23
154,371,62,2324,5568,2772,23
240,356,58,5592,2538,1837,23
240,356,58,6885,2538,2056,23
274,4,40,6137,2960,1910,49
196,247,52,6727,3673,3958,41
196,247,60,240,3464,3872,41
301,247,57,5490,5088,2532,23
116,264,64,6403,0,2890,23
185,5,71,6009,5719,1836,23
185,5,73,3269,5719,1836,23
185,5,72,6012,5719,1962,23
185,5,57,6011,5091,1962,23
91,187,59,3866,5356,3042,50
288,299,54,3660,6286,3046,35
288,299,62,1752,4682,599,52
288,299,55,183,4053,248,51
288,299,65,7388,3107,339,44
288,299,52,5289,3356,3396,46
244,242,48,2239,4151,3434,57
244,242,53,2606,4151,2924,48
276,250,59,7577,3840,663,23
276,250,60,1695,3925,555,23
276,250,57,7757,3925,411,23
135,187,49,4444,6151,380,23
135,187,62,7177,4647,574,32
118,290,56,4379,4500,446,49
91,187,60,2232,2690,3222,49
194,446,61,1507,5557,3917,23
194,446,55,1507,5559,3662,23
194,446,57,1507,5560,3617,23
194,446,66,2700,5558,3592,23
194,446,61,3060,5556,3143,23
194,446,63,1507,5555,3112,23
194,446,68,1507,5561,3082,23
194,446,72,1507,5554,3345,23
124,5,55,5699,2997,102,47
124,5,57,3688,2997,70,43
124,5,58,2269,4657,148,35
124,5,63,6448,4657,197,55
91,187,59,3640,2690,3561,57
185,5,56,7458,5091,1962,23
219,120,42,6134,1488,2797,23
118,290,62,4377,4501,232,59
297,177,56,3562,5270,3732,23
297,177,61,1015,5269,3592,23
297,177,59,7525,4245,3550,23
297,177,62,2274,4244,3885,23
244,242,55,643,4234,2711,51
244,242,55,4452,4234,2532,50
244,242,54,2478,6114,2367,55
244,242,53,2479,6114,2256,52
244,242,54,1650,4234,2222,48
244,242,55,2244,4234,2343,54
258,250,56,2426,5972,4034,58
297,177,60,4585,5268,3569,23
196,247,56,7149,3732,3715,40
36,177,37,2596,3978,82,23
227,177,50,6015,5275,783,26
227,177,54,6014,5275,338,24
227,177,53,4373,2838,216,26
227,177,54,6013,5275,143,25
227,177,60,7510,2838,82,25
227,177,58,7575,4350,114,24
227,177,60,4734,4503,4049,25
227,177,64,4802,3455,26,27
237,152,45,7269,1678,899,44
60,180,61,5366,4556,34,31
60,180,61,4438,5878,4103,29
60,180,62,4439,5879,4103,30
60,180,62,1138,3426,4043,33
60,180,66,4441,3425,4127,31
60,180,64,4548,3994,4034,33
60,180,64,4440,3994,4000,33
60,180,72,3359,5716,165,31
60,180,71,3009,5716,242,33
249,264,61,6085,678,2469,23
249,264,61,6084,680,2168,18
249,264,63,6083,677,2054,20
249,264,61,6086,681,1958,23
249,264,65,6087,679,2068,23
10,247,61,1507,4543,4006,23
10,247,54,2326,4543,190,23
36,177,46,1507,3978,3458,23
36,177,49,1507,5019,3294,23
36,177,44,1507,3978,3345,23
36,177,52,1507,2643,2984,23
36,177,54,1507,5416,3082,23
36,177,46,1507,5416,3112,23
36,177,50,1507,3155,2848,23
116,264,64,6207,131,2650,23
116,264,64,6501,0,2469,23
79,5,56,4109,4549,173,52
79,5,58,884,4549,4020,47
79,5,59,5232,3709,3955,50
79,5,59,2563,3709,3876,46
79,5,61,4118,5783,3909,49
79,5,66,2564,5783,63,52
71,247,62,2370,5116,3459,50
71,247,64,7548,5113,3330,48
71,247,64,4838,5115,3130,57
71,247,65,6431,5115,3105,57
71,247,65,3343,5115,3139,65
71,247,65,7409,5115,3037,56
71,247,65,5096,5115,3008,53
71,247,65,4614,5115,3162,70
167,480,75,9,2018,356,60
168,342,53,1507,3492,2797,40
168,342,55,1507,3492,2263,44
168,342,58,1507,3492,1962,45
168,342,59,1507,3492,1642,43
168,342,59,1507,3492,1570,43
168,342,55,1507,3492,1776,53
253,187,66,4852,5877,2625,36
108,342,65,4385,4040,507,50
32,128,70,7426,2581,1679,25
32,128,65,3659,4978,1537,25
32,128,75,6933,2425,1802,25
32,128,65,3129,5248,1361,25
32,128,66,6170,4978,1398,25
32,128,78,2570,2403,2147,26
32,128,70,1018,2581,1564,25
32,128,68,7235,2425,1420,25
32,128,71,7527,2581,1384,25
32,128,74,3054,3880,1663,25
32,128,71,2568,2425,1393,25
32,128,74,2152,3880,1602,25
32,128,77,1767,2403,1698,25
32,128,83,2569,2581,377,25
32,128,80,227,2403,2929,26
276,250,59,7612,3925,304,23
276,250,61,7678,3840,279,23
276,250,58,4105,3840,251,23
241,189,58,5182,5787,812,21
241,189,68,5156,2809,894,21
241,189,69,6318,4411,928,21
67,342,62,4901,4848,1353,41
25,43,51,4433,3971,2148,41
108,342,62,2397,3194,532,43
108,342,64,3243,4917,448,56
108,342,65,3056,3900,360,46
108,342,66,2398,4917,348,55
108,342,68,3244,3900,391,47
13,343,78,2228,2649,1002,43
272,454,57,4493,1113,1331,40
272,454,58,6812,1112,1135,40
272,454,56,4496,1112,1238,41
272,454,47,4498,1112,1489,40
272,454,63,4492,1115,1238,40
272,454,50,4497,1112,1331,39
142,264,45,1507,6223,2438,23
276,250,58,1533,3840,251,23
276,250,60,3860,3925,205,23
276,250,58,7677,3925,216,23
276,250,59,1539,3925,232,23
276,250,58,1540,3840,216,23
276,250,49,7228,3840,980,23
146,242,70,4761,3105,2139,53
142,264,46,1507,6223,1962,23
142,264,41,1507,6223,1904,23
142,264,41,1507,6223,1836,23
142,264,41,1507,6223,1962,23
142,264,41,1507,6223,1904,23
196,247,54,5971,3577,3636,41
196,247,59,2186,2508,3692,41
25,43,57,4434,5439,2222,41
67,342,63,3310,3986,1286,41
209,177,50,359,3231,2984,23
209,177,53,1507,3231,2848,23
209,177,53,1305,3231,2848,23
209,177,50,1507,3231,2483,23
209,177,51,1507,3232,2383,23
209,177,51,1507,3231,2326,23
295,342,51,5087,2587,687,47
295,342,49,6974,2587,232,44
295,342,49,1795,4736,4083,48
75,264,66,3282,1462,2011,23
185,5,72,6113,5091,2483,23
185,5,69,681,5719,1962,23
185,5,66,4355,5091,1962,23
21,135,62,217,5699,2619,22
286,264,60,3636,6455,216,69
286,264,55,5037,6457,3870,63
286,264,56,7130,6456,3713,61
286,264,58,2236,6458,3684,67
13,343,76,349,5183,779,43
259,247,51,1880,2613,509,42
194,446,58,1507,3811,3269,23
91,187,60,3169,5356,3115,49
146,242,50,6704,6063,2684,54
137,342,62,1507,3682,3294,23
188,29,53,3997,5891,2957,23
194,446,66,1507,3811,3433,23
75,264,66,3278,868,1872,23
234,480,52,4173,2419,594,43
259,247,56,1879,2409,568,44
67,342,56,1501,4362,1801,41
35,264,60,1507,3918,397,23
35,264,52,1507,2827,3732,23
35,264,48,1507,3216,3221,23
35,264,60,2947,569,3269,23
288,299,35,811,3109,3204,46
13,343,77,2166,5183,847,43
246,39,78,1525,5588,1336,50
146,242,73,1884,5544,2110,54
75,264,56,3281,276,1550,23
199,29,55,1507,2047,3513,23
67,342,62,1503,2864,1164,41
135,187,50,5242,4647,768,31
135,187,52,3202,6209,632,23
135,187,49,1749,2467,595,23
135,187,49,3203,5578,458,23
135,187,48,3058,6151,368,23
135,187,53,3057,4647,338,23
20,5,65,2195,5796,4024,48
20,5,58,2192,5796,3588,45
210,43,63,4972,3074,243,46
242,371,59,2915,3096,2188,55
163,242,54,3006,3399,3195,48
204,109,67,6231,6284,4000,23
204,109,66,3661,6739,3972,23
204,109,64,6681,3991,3958,23
259,247,55,1878,2614,535,43
210,43,68,4880,4513,244,45
210,43,57,4669,5346,3580,46
210,43,63,1997,5346,3828,47
210,43,63,6817,3101,3580,46
210,43,66,2331,3102,3918,46
90,111,46,6141,6771,338,24
210,43,61,2022,3074,4037,47
210,43,61,4879,3258,3920,44
210,43,56,2304,3257,3805,46
75,264,61,3280,1230,1782,23
253,187,64,2218,3684,2743,43
253,187,64,5247,3290,2739,40
253,187,72,5111,3792,2979,27
253,187,66,1097,5947,2546,34
253,187,69,7680,3684,2873,43
210,43,57,4668,4510,3652,47
261,87,56,5318,5742,3345,45
257,366,60,75,5597,1527,55
257,366,57,5666,5594,1307,58
257,366,56,6958,5596,1068,58
233,121,70,6904,6071,2812,23
17,109,79,2584,3480,2429,24
258,250,59,4818,5969,3680,57
258,250,65,7731,5970,3638,57
258,250,62,2708,5971,3454,57
258,250,63,3777,3720,3426,54
258,250,60,6270,3718,3283,55
258,250,63,2706,3719,3237,54
67,342,64,3115,4800,1200,41
264,3,70,371,2559,1950,46
264,3,73,2307,2559,2058,39
121,109,40,5903,4461,1836,22
292,385,61,4378,2625,2543,44
292,385,60,4874,3583,2197,43
292,385,62,2988,2626,2484,43
292,385,60,6654,3583,2163,42
292,385,60,4384,4768,1983,47
119,239,58,6634,5744,555,33
0,383,35,2778,4912,959,58
233,121,68,2376,6069,2697,23
219,120,32,4338,781,3269,22
13,343,80,2167,2564,1401,43
233,121,71,5379,6072,2701,23
229,110,72,3692,5649,2042,20
233,121,69,867,6070,2665,23
146,242,73,1577,5386,2098,55
233,121,72,5378,6070,2745,23
143,250,56,7159,4784,720,48
143,250,54,6459,4784,397,52
143,250,54,4949,4784,279,50
143,250,52,1544,4784,60,54
143,250,54,7294,4784,266,50
143,250,49,7158,4784,266,56
75,264,57,4121,1682,1500,23
152,230,56,3811,2418,3732,23
152,230,60,4348,2416,3433,23
152,230,61,2527,2413,3294,23
152,230,60,2843,2417,3245,23
152,230,60,1764,2414,3143,23
152,230,65,4565,2415,3484,23
137,342,61,1507,2675,3937,23
137,342,61,1507,2675,3852,23
137,342,59,1507,4651,3870,23
137,342,61,1507,2675,41,23
137,342,61,1507,2675,3514,23
137,342,60,1507,2675,3366,23
137,342,63,1507,3682,3400,23
137,342,43,1507,2958,595,23
67,342,64,2557,3607,1164,41
183,109,68,3550,1966,338,24
233,121,72,2318,6070,2697,23
10,247,63,6021,4543,3973,23
10,247,60,7360,4543,3732,23
261,87,53,5679,5742,2797,45
261,87,52,5001,5742,2722,46
261,87,54,5329,5742,2760,52
261,87,52,4848,5742,2722,52
261,87,55,2243,5742,2760,45
135,187,59,6233,4647,1814,34
233,121,75,2265,6073,2785,23
232,297,61,4316,6866,2639,43
232,297,60,5900,6862,2439,43
232,297,60,6236,6863,2350,51
232,297,62,4563,6865,2275,44
232,297,62,3375,6864,2235,46
121,109,44,3148,4461,1489,22
233,121,76,7618,6073,2884,23
288,299,42,5420,4683,131,38
229,110,66,5457,5649,1527,19
229,110,63,1551,6759,1752,21
119,239,57,5889,5744,3937,22
121,109,42,4358,4461,1489,22
204,109,67,6542,3067,3952,23
204,109,65,1144,4638,3945,23
204,109,72,2675,3067,4022,23
204,109,71,1576,3991,4026,23
204,109,63,7653,3067,3967,23
204,109,77,5380,4640,129,23
204,109,71,6107,3991,4026,23
204,109,71,1514,4639,3978,23
204,109,74,3662,3991,4087,23
204,109,76,2673,3067,15,23
20,5,58,2194,2766,3621,47
20,5,59,2193,2767,3760,42
20,5,58,6649,2767,3866,40
20,5,58,2727,2767,4113,51
233,121,80,6342,6073,3585,23
119,239,55,7252,5744,3973,26
176,187,63,1635,4473,910,27
165,177,57,4968,2620,114,25
75,264,70,3890,948,2625,23
259,247,49,1881,3118,381,44
91,187,58,2233,5837,3041,53
91,187,61,7122,5837,2973,53
91,187,60,5112,2529,2921,54
91,187,61,3658,2529,3042,54
91,187,62,7517,2964,3149,55
91,187,58,2287,2964,3181,53
301,247,56,5332,5088,2153,23
121,109,46,4511,4461,1904,22
261,87,55,5220,5742,2957,49
301,247,59,4637,5088,2094,23
200,167,56,1892,3762,1050,39
200,167,58,2611,3762,768,36
200,167,62,5579,3762,609,35
17,109,62,2320,3480,1938,29
200,167,60,5580,3762,566,36
200,167,61,1482,3762,491,39
200,167,59,7563,3762,505,35
16,177,48,1507,6415,2438,23
18,342,60,1608,2598,4049,50
188,29,52,1507,4317,3366,23
188,29,52,1507,5892,3143,23
188,29,52,7391,5892,2848,23
188,29,51,5350,4318,2887,23
25,43,51,2162,5131,2108,40
207,4,54,7248,6336,2401,27
146,242,75,2280,5022,2129,54
146,242,78,2743,4371,2805,60
75,264,66,6457,2259,1760,23
196,247,60,5419,4881,3728,41
67,342,69,2558,4847,1324,41
301,247,58,3769,4003,1949,23
301,247,59,5907,4003,1918,23
301,247,56,4638,4003,1931,23
135,187,66,5243,6858,3400,29
78,111,51,6945,2877,279,23
58,195,62,7240,2859,2131,22
58,195,62,4718,2860,1958,22
58,195,62,1507,5155,1742,24
58,195,63,1507,5157,1662,26
58,195,60,1507,3565,1643,26
58,195,63,1507,3566,1640,24
58,195,62,1507,3565,1640,24
58,195,66,1507,3566,1752,26
139,362,66,5222,2524,783,46
139,362,62,1852,2524,82,54
24,394,69,1526,2802,3711,48
229,110,64,7446,6759,1699,22
139,362,61,1853,2524,4025,48
136,32,58,2154,4405,3260,51
264,3,68,1866,3432,1914,49
264,3,70,1538,3432,1972,46
264,3,75,5401,4018,2500,48
196,247,56,1647,3577,3561,41
163,242,65,2262,3399,2722,44
163,242,53,1666,5717,2674,48
163,242,57,696,5717,2722,48
163,242,57,7682,5717,2674,53
25,43,56,2551,5028,2142,41
75,264,57,2488,1111,1476,23
163,242,64,5512,3399,2722,45
170,295,56,4895,5808,2760,46
170,295,54,3428,3170,2089,38
170,295,59,4195,5623,1836,36
170,295,52,6253,3339,1904,37
129,264,49,4944,248,41,23
129,264,49,1507,1290,4025,23
129,264,49,1507,40,4025,23
129,264,48,1507,40,3973,23
129,264,50,1507,40,3973,23
129,264,50,1507,555,3917,23
17,109,79,6357,4067,2138,46
25,43,57,6103,5887,2515,40
65,295,68,1100,4733,494,65
65,295,68,896,4735,333,56
65,295,66,7672,4734,291,63
183,109,65,7506,1968,3804,23
67,342,66,2559,3985,1204,41
17,109,76,7779,3629,2024,46
119,239,54,6183,5744,3937,24
121,109,42,4509,4461,1238,22
75,264,59,3279,490,1581,23
239,5,55,1740,3044,591,41
239,5,61,3346,5756,586,41
212,247,59,5207,4302,411,55
212,247,55,2329,4302,583,59
212,247,57,7338,4289,368,58
212,247,56,6688,4289,292,57
212,247,56,1621,4289,232,58
212,247,59,6493,4753,205,59
212,247,62,5714,4753,205,59
212,247,62,864,4302,4049,56
212,247,64,7658,4302,323,59
218,454,49,1507,1424,2438,23
218,454,51,1507,187,2205,23
218,454,50,1507,893,1904,23
218,454,53,70,895,1776,23
218,454,48,68,894,1776,23
218,454,50,69,1552,1712,23
17,109,74,6306,3480,1956,24
292,385,61,4875,4768,1939,44
292,385,61,7443,5934,2001,39
292,385,62,7518,5934,1939,40
292,385,64,4877,4768,2030,43
292,385,69,4878,4768,2439,44
231,295,56,6346,6719,2078,44
231,295,59,2362,6715,1879,49
231,295,60,5906,6716,1782,48
231,295,61,2288,6718,1677,45
231,295,60,2905,6717,1633,49
151,29,63,7717,4572,2135,46
196,247,55,4158,3001,3429,41
139,362,63,2209,2524,3937,52
139,362,63,5492,2524,3917,47
285,250,62,6464,2975,1699,48
285,250,56,4423,2975,1578,48
285,250,59,2323,2975,1627,49
285,250,62,4662,2975,1509,50
285,250,59,4424,2975,1872,45
102,164,61,4743,3196,3104,45
288,299,61,1431,3108,3853,48
288,299,58,1639,5426,3422,42
288,299,55,1872,4684,3978,45
119,239,55,3113,5744,3937,29
119,239,55,1260,5744,3957,24
16,177,52,1507,6416,1962,23
16,177,51,1507,6420,1836,23
16,177,55,1507,6419,1642,23
16,177,51,1507,6418,1489,23
16,177,52,1507,6417,1416,23
292,385,66,2714,5935,3028,44
147,177,40,1507,0,2956,15
196,247,55,3227,5489,3470,41
136,32,55,5219,3926,3116,43
136,32,54,6109,2513,3080,41
136,32,58,4194,4045,3057,52
136,32,52,2972,6211,3238,41
136,32,56,7616,3926,3284,44
136,32,66,6322,4405,3220,51
139,362,63,1517,2524,3900,47
139,362,64,7253,2524,3870,53
6,265,58,2856,5779,1379,42
6,265,58,5068,5779,1007,41
6,265,60,2254,5779,910,41
6,265,58,6953,5778,794,42
6,265,59,7661,5778,622,42
6,265,58,466,5777,574,43
291,5,62,1724,4326,1264,23
136,32,66,6110,4045,3563,59
61,187,66,1301,3346,2029,23
230,429,59,6264,1586,988,62
4,385,45,4654,4966,783,57
119,239,52,1995,5744,3990,22
26,40,62,4708,4128,3606,43
121,109,40,4503,4461,1331,22
265,177,69,7291,5689,2797,23
229,110,67,1803,6759,1827,22
259,247,49,4402,5323,437,45
259,247,48,1588,5316,469,41
259,247,40,4403,3329,1217,49
4,385,46,4113,4967,1563,57
127,250,59,5261,3652,2393,46
172,454,57,4110,138,216,49
100,250,51,2130,4202,1570,46
229,110,61,218,3164,1307,22
29,380,59,5340,5082,3458,43
29,380,59,3358,6010,3322,49
29,380,63,6638,3227,3322,48
29,380,60,1559,3226,3269,52
29,380,61,5976,5082,3366,50
73,356,53,241,5860,1760,45
73,356,53,2356,5860,1509,45
73,356,53,4394,5860,1403,51
73,356,54,6455,5860,1316,42
73,356,53,1030,4613,1279,40
73,356,46,2355,4612,1490,41
151,29,62,2352,4572,1747,51
151,29,60,2350,4573,1592,41
