MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Los Herederos,"
Drama            ",5.7,"
Teenagers' leisure at full swing: a group of friends spend their holidays at parties, having sex, boozing, and partaking in any adventure that brings them a boost of adrenaline. As they use...                See full summary »
","
    Director:
Jorge Hernandez Aldana
| 
    Stars:
Máximo Hollander, 
Sebastián Aguirre, 
Úrsula Pruneda, 
Rodrigo Mendoza
",205,24.0,L
Nailed It! Mexico,"
Game-Show, Reality-TV            ",6.1,"
Hosted by Omar Chaparro and head judge Anna Ruiz, home bakers in Mexico with a terrible track record take a shot at recreating edible masterpieces for a $10,000 prize. It's part competition, part hot mess.","
            
    Stars:
Omar Chaparro, 
Anna Ruiz, 
José Ramón Castillo, 
Rafael Christian
",276,24.0,N
Killswitch,"
Documentary, Drama            ",7.8,"
The Internet is under attack. This award-winning documentary explores the threat Internet censorship imposes on free speech, innovation, and democracy.","
    Director:
Ali Akbarzadeh
| 
    Stars:
Lawrence Lessig, 
Tim Wu, 
Peter Ludlow
",614,72.0,K
Jim Jefferies: This Is Me Now,"
Comedy            ",7.4,"
The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.","
    Director:
Scott Zabielski
| 
    Star:
Jim Jefferies
",3741,70.0,J
Masters,"
Action, Mystery, Thriller            ",5.8,"
A young police officer investigating a series of seemingly unrelated murders thinks that there is more than what meets the eye.","
    Director:
Johny Antony
| 
    Stars:
Prithviraj Sukumaran, 
M. Sasikumar, 
Mukesh, 
Biju Menon
",482,144.0,M
Kulipari: Dream Walker,"
Animation, Action, Fantasy            ",7.6,"
Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.","
            
    Stars:
Mark Hamill, 
Josh Keaton, 
Phil LaMarr, 
Candi Milo
",76,24.0,K
Iceberg Slim: Portrait of a Pimp,"
Documentary, Biography            ",6.8,"
Examines the tumultuous life of legendary Chicago pimp Iceberg Slim (1918-1992) and how he reinvented himself from pimp to author of 7 groundbreaking books. These books were the birth of ...                See full summary »
","
    Director:
Jorge Hinojosa
| 
    Stars:
Betty Beck, 
Camille Beck, 
Diane Beck, 
Misty Beck
",669,89.0,I
Highway of Tears,"
Documentary            ",7.2,"
""Highway of Tears"" is about the missing or murdered women along a 724 kilometer stretch of highway in northern British Columbia. None of the 18 cold-cases had been solved since 1969, until ...                See full summary »
","
    Director:
Matt Smiley
| 
    Stars:
Nathan Fillion, 
Terry Teegee, 
Mavis Erickson, 
Mary Teegee
",114,79.0,H
Il principe abusivo,"
Comedy            ",5.4,"
A princess has to pretend to be in love with a rude and ignorant boy to gain approval from her subjects.","
    Director:
Alessandro Siani
| 
    Stars:
Alessandro Siani, 
Christian De Sica, 
Sarah Felberbaum, 
Serena Autieri
",1619,97.0,I
Monty Don's Italian Gardens,"
Documentary            ",8.4,"
Monty Don, a Gardening expert, visits gardens in various areas of Italy.","
            
    Star:
Monty Don
",243,59.0,M
Huisvrouwen bestaan niet,"
Comedy            ",6.6,"
Two modern women and their free-spirited mother struggle to balance their private, professional and family lives.","
    Director:
Aniëlle Webster
| 
    Stars:
Jelka van Houten, 
Victoria Koblenko, 
Jim Bakkum, 
Waldemar Torenstra
",1052,103.0,H
Jack Whitehall: Christmas with My Father,"
Documentary, Comedy            ",6,"
Add a Plot
","
    Directors:
Yemisi Brookes, 
Richard van't Riet
| 
    Stars:
Jack Whitehall, 
Michael Whitehall, 
Hugh Bonneville, 
Graham Norton
",747,64.0,J
Michael Che Matters,"
Comedy            ",7.2,"
Jesus, Guns, Black Lives Matter. White girls dancing, Honest, uncompromising comedy where no topic is out of bounds","
    Director:
Oz Rodriguez
| 
    Stars:
Michael Che, 
DJ Cipha Sounds, 
Jeremy Gaddie, 
Jeff Motley
",2289,61.0,M
Kappen!,"
Drama, Romance            ",5.2,"
When a boy is framed after an act of senseless violence by his friends, they turn against him for trying to tell the truth.","
    Director:
Tessa Schram
| 
    Stars:
Tim Akkerman, 
Youp Alblas, 
Binck Bakker, 
Raff Bierens
",1450,100.0,K
Mujeres Arriba,"
Comedy            ",3.8,"
Mujeres Arriba is a romantic comedy that tells the journey of three friends who are looking for a more entertaining and fiery sexuality with their respective partners.","
    Director:
Andres Feddersen
| 
    Stars:
Loretto Bernal, 
Natalia Valdebenito, 
Alison Mandel, 
Matías Assler
",427,100.0,M
Moms at War,"
Comedy            ",6.1,"
""Moms at War"" is about two mothers who live in the same neighborhood, but hate each other. One felt that the other was a village girl who just got into money and is not fit to be in society...                See full summary »
","
    Director:
Omoni Oboli
| 
    Stars:
Tomi Adeoye, 
Lilian Afegbai, 
Funke Akindele, 
Harriet Akinola
",51,90.0,M
I'll Sleep When I'm Dead,"
Documentary            ",6.6,"
I'll Sleep When I'm Dead, directed by Justin Krook, is a heart-pumping yet heart-wrenching documentary about one of the most eminent DJs working today: Steve Aoki. In the lead-up to Aoki's ...                See full summary »
","
    Director:
Justin Krook
| 
    Stars:
Devon Aoki, 
Benji Madden, 
Will.i.am, 
Travis Barker
",1319,79.0,I
La Grande Chaumière Violette,"
Drama            ",7.9,"
San Francisco, 1980. As 72-year-old Guo Xue Hu reminisces about his hometown, Dadaocheng, a young man walks towards him from afar. It is Xing Xiong, Yi An's son. He has brought a letter ...                See full summary »
","
            
    Stars:
Eli Shih, 
Chia-Yen Ko, 
Chiung-Hsuan Hsieh, 
Herb Hsu
",11,24.0,L
Holiday Home Makeover with Mr. Christmas,"
Reality-TV            ",5.7,"
Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.","
            
    Star:
Benjamin Bradley
",247,24.0,H
ID-0,"
Animation, Action, Adventure            ",6.1,"
In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.","
            
    Stars:
Tony Azzolino, 
Reba Buhr, 
Christine Marie Cabanos, 
Douglas Cavum
",287,24.0,I
J Revolusi,"
Action            ",5,"
Jay Zulkarnain is an assault leader for Malaysia's elite and deadly special force known as the UTK (Unit Tindakhas), and he and his squad of operatives are every terrorist's worst nightmare...                See full summary »
","
    Director:
Zulkarnain Azhar
| 
    Stars:
Zul Ariffin, 
Nur Fazura, 
Farid Kamil, 
Izara Aishah
",172,105.0,J
Joanna Lumley's Trans-Siberian Adventure,"
Documentary            ",8,"
Joanna Lumley takes a trip on the Trans-Siberian Express, a trip from Hong Kong to Moscow.","
            
    Star:
Joanna Lumley
",215,24.0,J
Kankerlijers,"
Comedy, Drama            ",6.2,"
Four teenage friends who suffers from cancer, uproar the hospital so to be a healthy child again.","
    Director:
Lodewijk Crijns
| 
    Stars:
Massimo Pesik, 
Gijs Blom, 
Jasha Rudge, 
Vera van der Horst
",369,93.0,K
Isle of Dogs,"
Action, Crime, Thriller            ",3.5,"
When London gangland boss Darius Deel discovers his new trophy-wife Nadia is having an affair, he hunts down her lover Riley and a deadly game begins.","
    Director:
Tammi Sutton
| 
    Stars:
Barbara Nedeljakova, 
Edward Hogg, 
Andrew Howard, 
Gwilym Lee
",534,90.0,I
Machhli Jal Ki Rani Hai,"
Horror            ",2.3,"
It's not just a matter of one spirit, it's a matter of multiple possessions in one body.","
    Director:
Debaloy Dey
| 
    Stars:
Swara Bhaskar, 
Reema Debnath, 
Saurabh Dubey, 
Hritu
",250,120.0,M
Héroes. Silencio y Rock & Roll,"
Documentary            ",7.5,"
""HEROES: SILENCIO Y ROCK AND ROLL"" tells the story of spanish rock band Héroes del Silencio since their very begining to their rise to stardom. It's a movie about friendship, music and ...                See full summary »
","
    Director:
Alexis Morante
| 
    Stars:
Pedro Andreu, 
Enrique Bunbury, 
Joaquín Cardiel, 
Juan Valdivia
",535,94.0,H
Hurricane of Fun: The Making of Wet Hot,"
Documentary            ",7,"
In 2000, David Wain and Michael Showalter set out to make their first film Wet Hot American Summer. It was a low budget independent film and they cast their friends and a handful of unknown...                See full summary »
","
    Director:
Amy Rice
| 
    Stars:
Elizabeth Banks, 
Michael Ian Black, 
Bradley Cooper, 
Janeane Garofalo
",1475,64.0,H
Ninja HattoriKun Returns,"
Animation, Comedy, Family            ",8.3,"
Kenichi,Hattori starts attending school undercover,occasionally accompanied by his brother,Shinzo,Shishimaru the ninja dog and Kenichi's girlfriend, Yumeko. The gang is also threatened by the rival Koga ninja and his evil Shadow-cat.","
            
    Stars:
Junko Hori, 
Yûko Mita, 
Ken'ichi Ogata
",76,30.0,N
Moon Hotel Kabul,"
Drama            ",6.5,"
Ivan Semciuc (a journalist), is a charismatic man nonetheless guilty of cynicism and lack of compassion. A seemingly meaningless sexual encounter with a translator in a hotel room in Kabul ...                See full summary »
","
    Director:
Anca Damian
| 
    Stars:
Ilona Brezoianu, 
Florin Ghioca, 
Lia Marin, 
Alexandru Nagy
",157,100.0,M
I Love You from 38000 Feet,"
Drama, Romance            ",5.9,"
Aletta (Michelle Ziudith) meets Arga (Rizky Nazar) in Bali and they fall head over heels in love. They spent every moment together. When they return to Jakarta, Arga promises to find her and marry her. But, he never shows up anymore.","
    Director:
Asep Kusdinar
| 
    Stars:
Michelle Ziudith, 
Rizky Nazar, 
Tanta Ginting, 
Derby Romero
",142,102.0,I
Jenny Slate: Stage Fright,"
Comedy, Reality-TV            ",5.9,"
Jenny Slate's debut stand up-comedy special blends with home videos from her childhood and interviews of her with her family.","
    Director:
Gillian Robespierre
| 
    Star:
Jenny Slate
",1163,66.0,J
Niyazi Gül Dörtnala,"
Action, Adventure, Comedy            ",4.5,"
Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.","
    Director:
Hakan Algül
| 
    Stars:
Ata Demirer, 
Demet Akbag, 
Sebnem Bozoklu, 
Levent Ülgen
",3023,106.0,N
Jeff Dunham's Very Special Christmas Special,"
Comedy            ",7.5,"
The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.","
    Director:
Michael Simon
| 
    Stars:
Jeff Dunham, 
Brian Haner
",2916,85.0,J
Meet the Mormons,"
Documentary            ",6.8,"
Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes ...                See full summary »
","
    Director:
Blair Treu
| 
    Stars:
Jermaine Sullivan, 
Ken Niumatalolo, 
Carolina Muñoz Marin, 
Bishnu Adhikari
",1973,78.0,M
Kevin James: Never Don't Give Up,"
Comedy            ",6.1,"
Kevin James is back with a new stand-up special dishing on parenting, allergies, his fans, and more.","
    Director:
Andy Fickman
| 
    Star:
Kevin James
",1366,62.0,K
My Fair Wedding,"
Reality-TV            ",6.6,"
This season of My Fair Wedding gives viewers an up close look into David Tutera's world unlike anything we've seen on the show before. We're peeling back the veil and letting fans see the ...                See full summary »
","
            
    Stars:
David Tutera, 
Sarah Lafleur, 
Ashley Ready, 
Cynthia Pinot
",223,60.0,M
Katt Williams: Great America,"
Comedy            ",6.1,"
Live performance of comedian Katt Williams riffing on the current state of politics, racial tensions and sex.","
    Director:
Leslie Small
| 
    Star:
Katt Williams
",895,60.0,K
Living Undocumented,"
Documentary            ",6.6,"
A look at the lives of undocumented immigrants living in the United States.","
",538,45.0,L
Mees Kees,"
Comedy, Family            ",6.7,"
Class of Fun is the hilariously funny family film chronicling the misadventures of a young intern teacher at an elementary school.","
    Director:
Barbara Bredero
| 
    Stars:
Felix Osinga, 
Brent Thomassen, 
Sanne Wallis de Vries, 
Willem Voogd
",725,80.0,M
Hallo Bungalow,"
Comedy            ",4.9,"
In park ""De Lusthove"" there are three women who are leading a boring life. They decide to blackmail their boss so that they will get money to start a new life. Their boss however hires two killers. The women will have to fight to survive.","
    Director:
Anne de Clercq
| 
    Stars:
Huub Smit, 
Jennifer Hoffman, 
Eva van der Gucht, 
Lies Visschedijk
",289,91.0,H
Jago: A Life Underwater,"
Documentary            ",7.5,"
An award-winning documentary about Rohani, an 80-year-old hunter who dives on a single breath descending to great depths for several minutes. Set against the spectacular backdrop of the Togian Islands of Indonesia.","
    Directors:
James Reed, 
James Morgan
",1271,48.0,J
Memory Love,"
Romance            ",7.8,"
Jia-en loses both her memory and her boyfriend in a devastating car accident. After meeting a heart transplant recipient, Jia-en begins to remember her past.","
            
    Stars:
Mandy Wei, 
Andy Chen, 
Jolin Chien, 
Cliff Cho
",56,24.0,M
Little Miss Sumo,"
Documentary, Short, Biography            ",6.6,"
A female sumo wrestler fights against tradition and stigma to win her place in the ring.","
    Director:
Matt Kay
| 
    Stars:
Adam Bouhouhou, 
Hiyori Kon
",409,19.0,L
Nada a Perder 2,"
Biography, Drama            ",3.3,"
Part 2 of Edir Macedo's self-financed biopic.","
    Director:
Alexandre Avancini
| 
    Stars:
Petrônio Gontijo, 
Day Mesquita, 
Beth Goulart, 
Dalton Vigh
",618,96.0,N
Neues vom Wixxer,"
Comedy, Crime, Mystery            ",6.2,"
The Vexxer is back. The notorious criminal mastermind wants to murder seven people in one day. Inspectors Even Longer and Very Long will do everything in their power to stop the Vexxer.","
    Directors:
Cyrill Boss, 
Philipp Stennert
| 
    Stars:
Oliver Kalkofe, 
Bastian Pastewka, 
Joachim Fuchsberger, 
Christiane Paul
",4657,98.0,N
Misfit 2,"
Comedy            ",4.8,"
A talented singer and her singer-songwriter boyfriend get the chance to represent their school in the biggest music competition for students in which the grand prize is a record deal. But ...                See full summary »
","
    Director:
Erwin van den Eshof
| 
    Stars:
Tatyana Beloy, 
Hanwe Chang, 
Quentin Correia, 
Stefan de Vries
",124,81.0,M
Home Stories,"
Comedy            ",6.3,"
An online wedding, a one-night stand turned three-week standoff, difficult choices and hope pushing through in a smile--a lot can happen when everyone stays at home. Home Stories is an ...                See full summary »
","
    Directors:
Tanvi Gandhi, 
Anubhuti Kashyap, 
Ashwin Laxmi Narayan, 
Sahirr Sethhi
| 
    Stars:
Arjun Mathur, 
Apoorva Arora, 
Saba Azad, 
Tanmay Dhanania
",20,47.0,H
"I Do, I Do","
Comedy, Drama            ",6.7,"
Hwang Ji An is the top shoe designer in a major shoe company. She is in her 30s, successful and single. One night, she makes a horrible mistake and sleeps with Park Tae Gang, a good-looking...                See full summary »
","
            
    Stars:
Soo-hyang Im, 
Lee Jang-woo, 
Keon-hyeong Park, 
Kim Seon-a
",171,24.0,I
Majutsushi Orphen Mubouhen,"
Animation, Action, Adventure            ",7.3,"
A sorcerer by the name of Orphen searches for a way to bring his childhood friend, Azalie, back to her original form, whom on a quest for knowledge became a dragon.","
            
    Stars:
Shôtarô Morikubo, 
Mayumi Izuka, 
Omi Minami, 
David Matranga
",242,25.0,M
Hôzuki no Reitetsu,"
Animation, Comedy, Fantasy            ",7.3,"
The dark comedy revolves around the fierce god aide to the Great King Yama, Hoozuki. Calm and super-sadistic, he tries to resolve problems that often occur in Hell.","
            
    Stars:
Hiroki Yasumoto, 
Yumiko Kobayashi, 
Takashi Nagasako, 
Kôji Yusa
",219,24.0,H
Jo Koy: In His Elements,"
Comedy            ",5.3,"
Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.","
    Director:
Michael McKay
| 
    Stars:
Fateeha, 
Joey Guila, 
Jo Koy, 
Llmind
",415,55.0,J
Mike Epps: Don't Take It Personal,"
Comedy            ",4.4,"
Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.","
    Director:
L. Frazier
| 
    Star:
Mike Epps
",249,59.0,M
L'oro di Scampia,"
Biography, Drama            ",6.9,"
In Scampia, the Camorra hires young people from an early age to make them lookouts, drug couriers or hit men. Here is Enzo Capuano's gym, where he teaches judo to the boys of the neighborhood, tearing them from the street.","
    Director:
Marco Pontecorvo
| 
    Stars:
Giuseppe Fiorello, 
Gianluca Di Gennaro, 
Anna Foglietta, 
Gaetano Bruno
",73,102.0,L
Jim Gaffigan: Cinco,"
Comedy            ",7.1,"
The king of clean comedy returns for his fifth hour long comedy special.","
    Director:
Jeannie Gaffigan
| 
    Stars:
Jim Gaffigan, 
Marre Gaffigan, 
Katie Gaffigan, 
Jack Gaffigan
",2185,73.0,J
Master of None: Season 1 Electronic Press Kit,"
Comedy            ",7.6,"
Add a Plot
","
",85,24.0,M
Hell and Back Again,"
Documentary, Action, History            ",6.5,"
What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...                See full summary »
","
    Director:
Danfung Dennis
| 
    Stars:
Nathan Harris, 
Ashley Harris, 
The Marines of Echo Company, 
Christian Cabaniss
",2236,88.0,H
Legend Quest: Masters of Myth,"
Animation            ",7.7,"
When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije -- super-secret monster hunters to save the day.","
            
    Stars:
Johnny Rose, 
Annemarie Blanco, 
Paul Tei, 
Oscar Cheda
",105,24.0,L
Last Will,"
Drama, Thriller            ",4.5,"
An affluent woman is framed for the murder of her husband and faces a mountain of evidence stacked against her. Undeterred, she begins to put the pieces of the true story together.","
    Director:
Brent Huff
| 
    Stars:
Tatum O'Neal, 
Tom Berenger, 
Patrick Muldoon, 
Peter Coyote
",418,101.0,L
Johan Falk: Operation Näktergal,"
Action, Crime, Thriller            ",5.9,"
The police unit ""GSI"" of Gothenburg city have been ordered to identify and arrest the people responsible for importing young women into Sweden from Eastern Europe for the purpose of ...                See full summary »
","
    Director:
Daniel Lind Lagerlöf
| 
    Stars:
Jakob Eklund, 
Henrik Norlén, 
Anja Antonowicz, 
Stipe Erceg
",2036,90.0,J
Jeff Dunham: Unhinged in Hollywood,"
Comedy            ",6.7,"
Jeff Dunham stars in this special from the world famous Dolby Theatre in Hollywood. The telecast features never before seen stand-up and behind-the-scenes sketches featuring Dunham and his eccentric beloved characters.","
    Directors:
Michael Simon, 
Matthew McNeil
| 
    Stars:
Jeff Dunham, 
Chuck Liddell, 
Brad Paisley, 
Chris Parnell
",660,71.0,J
Hadi Insallah,"
Comedy            ",5.4,"
PuCCa is a broadcaster. When she applies for a new job, she meets a man.","
    Director:
Ali Taner Baltaci
| 
    Stars:
Büsra Pekin, 
Murat Boz, 
Müjde Uzman, 
Sinasi Yurtsever
",4029,96.0,H
Jimmy: Ahomitaina honma no hanashi,"
Comedy            ",6.8,"
In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.","
            
    Stars:
Akiyoshi Nakao, 
Tetsuji Tamayama, 
Hiroyuki Onoue, 
Seiji Rokkaku
",64,24.0,J
Marc Maron: Too Real,"
Comedy            ",7.2,"
Comedian Marc Maron riffs on topics including Donald Trump, a Rolling Stones concert, and the hat-buying experience.","
    Director:
Lynn Shelton
| 
    Star:
Marc Maron
",1782,70.0,M
Iron Ladies,"
Romance            ",5.9,"
Chou Kai-Ting, Ma Li-Sha and Wang Ching-Ching are women in their thirties, working as top managers in an e-commerce cosmetic website ""Love U shop"". They have beautiful appearance, perfect ...                See full summary »
","
            
    Stars:
Aviis Zhong, 
Ben Wu, 
Ada Pan, 
Wills Sia
",48,75.0,I
Hajwala,"
Action, Adventure, Crime            ",2.1,"
Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.","
    Directors:
Ali Bin Matar, 
Ibrahim Bin Mohamed
| 
    Stars:
Anwar Aljabri, 
Haleem Aljabri, 
Omar Aljabri, 
Abdullah Bin Heider
",222,96.0,H
Michelle Wolf: Joke Show,"
Comedy            ",7.2,"
Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.","
    Director:
Lance Bangs
| 
    Star:
Michelle Wolf
",1392,59.0,M
Katherine Ryan: In Trouble,"
Comedy            ",7,"
Canadian comic Katherine Ryan explains the perks of dating younger men. She talks about her unusual relationships, living in the hometown she hates and how she once enraged an entire nation.","
    Director:
Colin Dench
| 
    Star:
Katherine Ryan
",2008,63.0,K
Lalbaug Parel: Zali Mumbai Sonyachi,"
Action            ",7.3,"
Mill workers are subjected to atrocities and their plight is ignored by the government.","
    Director:
Mahesh Manjrekar
| 
    Stars:
Vinay Apte, 
Seema Biswas, 
Ankush Chaudhari, 
Anusha Dhandekar
",304,146.0,L
Khair wa Barakah,"
Comedy            ",3.9,"
In a comedy theme, the movie revolves around two siblings trying to look for a job. After they're done, they go through some extremely comedic situations when they work in jobs that they know nothing about.","
    Director:
Sameh Abdulaziz
| 
    Stars:
Muhammad Abdulrahman, 
Tara Emad, 
Ali Rabi, 
Mohammed Tharwat
",150,104.0,K
Let It Fall: Los Angeles 1982-1992,"
Documentary, History            ",7.8,"
An in-depth look at the culture of Los Angeles in the ten years leading up to the 1992 uprising that erupted after the verdict of police officers cleared of beating Rodney King.","
    Director:
John Ridley
| 
    Stars:
Daryl Gates, 
Tom Bradley, 
Damian 'Football' Williams, 
Kevin Toshima
",726,144.0,L
Jo Koy: Live from Seattle,"
Comedy            ",7.2,"
Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you about it.","
    Director:
Shannon Hartman
| 
    Star:
Jo Koy
",1218,62.0,J
Hong quan yu yong chun,"
Action, Drama            ",6.9,"
When the ruling dynasty in China sends soldiers to destroy the Shaolin Temple, students use their martial arts to defend the school.","
    Director:
Cheh Chang
| 
    Stars:
Sheng Fu, 
Kuan-Chun Chi, 
Yi Ling Chen, 
Chia-Hui Liu
",382,106.0,H
III,"
Drama, Horror, Thriller            ",4.8,"
A small European town, where sisters Ayia and Mirra live, gets struck down by an unknown disease which takes many lives. Following their mother's death, the younger sister falls ill. Having...                See full summary »
","
    Director:
Pavel Khvaleev
| 
    Stars:
Polina Davydova, 
Lyubov Ignatushko, 
Evgeniy Gagarin, 
Andrey Abramichev
",1750,80.0,I
Hondros,"
Documentary, Biography, War            ",7.6,"
HONDROS follows the life and career of famous war photographer Chris Hondros by exploring the poignant and often surprising stories behind this award-winning photojournalist's best-known ...                See full summary »
","
    Director:
Greg Campbell
| 
    Stars:
Pancho Bernasconi, 
Greg Campbell, 
Chris Hondros, 
Justin Merriman
",408,90.0,H
Loudon Wainwright III: Surviving Twin,"
Documentary, Music            ",7.1,"
Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.","
    Director:
Christopher Guest
| 
    Star:
Loudon Wainwright III
",89,91.0,L
Joshua: Teenager vs. Superpower,"
Documentary            ",7.1,"
When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the ...                See full summary »
","
    Director:
Joe Piscatella
| 
    Star:
Joshua 'Chi-Fung' Wong
",1379,79.0,J
My Friend Rockefeller,"
Documentary, Biography, Crime            ",6.2,"
Portrait of Christian Gerhartsreiter, who posed as a Rockefeller heir for decades, but who was, in fact, a con artist and a murderer.","
    Director:
Steffi Kammerer
| 
    Stars:
Christian Karl Gerhartsreiter, 
Dan Banks, 
Sandra Boss, 
Meredith Brucker
",677,86.0,M
Marching Orders,"
Documentary            ",6,"
Regarded as the nations best, Bethune-Cookman University's marching band always has a lot at stake. In Stage 13 Original MARCHING ORDERS, meet the incoming class trying to keep the legacy ...                See full summary »
","
",244,24.0,M
Legal V ~ Moto Bengoshi Takanashi Shôko,"
Drama            ",5.8,"
Shoko Takanashi is a former lawyer who had her license revoked. Prior to her disbarment, there were dark rumors that she punched her boss and that she was extorting in collaboration with ...                See full summary »
","
            
    Stars:
Yumi Adachi, 
Yoshiyoshi Arakawa, 
Kento Hayashi, 
Masanobu Katsumura
",109,24.0,L
Night on Earth: Shot in the Dark,"
Documentary            ",7.9,"
This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.""","
            
    Stars:
Alessandra Mastronardi, 
Beren Saat, 
Samira Wiley
",179,59.0,N
I'm Home,"
Drama            ",6.3,"
The hero, nearly killed by carbon monoxide poisoning while on a solo assignment in another city, loses his memory and can no longer recognize his own family. Unconsciously, his feet carry ...                See full summary »
","
            
    Stars:
Takuya Kimura, 
Aya Ueto, 
Miki Mizuno, 
Kei Tanaka
",407,54.0,I
Le nozze di Laura,"
Drama            ",6.1,"
Add a Plot
","
    Director:
Pupi Avati
| 
    Stars:
Marta Iagatti, 
Valentino Agunu, 
Lina Sastri, 
Neri Marcorè
",57,92.0,L
Identical,"
Thriller            ",3.5,"
Identical twins are born, one is good and one is evil. They need each other to exist, but they deeply resent the other's existence. They both fall in love with the same woman, creating a love triangle that leads to murder.","
    Directors:
Daniel Bollag, 
Seo Mutarevic
| 
    Stars:
Jonathan Togo, 
Emily Baldoni, 
Aaron Refvem, 
Meredith Zinner
",321,80.0,I
Joe Rogan: Live,"
Documentary, Comedy            ",7.3,"
Regardless of Joe Rogan's success on television with the Ultimate Fighting Championship or hosting Fear Factor or co-starring in NewsRadio, his true love is stand-up comedy. With more than ...                See full summary »
","
    Director:
Michael Blieden
| 
    Stars:
Joe Rogan, 
Joey Diaz
",1206,58.0,J
Move,"
Documentary            ",7.6,"
Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.","
",91,24.0,M
Kathleen Madigan: Bothering Jesus,"
Comedy            ",7,"
Once again Kathleen's standup is beyond hysterical where she riffs on drinking, Jesus, her large and funny family, Ireland, Missouri ( Her home state) and her views on life!","
    Director:
Lorene Machado
| 
    Star:
Kathleen Madigan
",499,72.0,K
Kaattu,"
Drama            ",7,"
Set in the rustic terrains during the late 70s, movie is a slice-of-life tale with lead characters inspired from the short stories of veteran P. Padmarajan.","
    Director:
Arun Kumar
| 
    Stars:
Murali Gopy, 
Asif Ali, 
Unni Rajan P. Dev, 
Varalaxmi Sarathkumar
",207,163.0,K
Milea: Suara dari Dilan,"
Drama, Romance            ",6.3,"
Milea made the decision to part with Dilan as a warning for Dilan to stay away from the motorcycle gang. But the parting which had been only a bluff for Milea became a parting that lasted until they graduated from college and grew up.","
    Directors:
Pidi Baiq, 
Fajar Bustomi
| 
    Stars:
Iqbaal Dhiafakhri Ramadhan, 
Vanesha Prescilla, 
Ira Wibowo, 
Bucek Depp
",443,102.0,M
Kazoops!,"
Animation, Comedy, Family            ",7.2,"
Who says the world works the way grown ups think it should? Things can always be different if you just imagine. Monty is a spirited boy of six, with a vivid imagination and his best friend ...                See full summary »
","
            
    Stars:
Teresa Gallagher, 
Reece Pockney, 
Scott Langley, 
Alex Babic
",111,7.0,K
Invoked,"
Horror, Mystery, Thriller            ",3.5,"
A group of young people went on a abandoned hostel in Sligo, Ireland. After they play a really creepy game, all of them disappear.","
    Directors:
Humberto Rosa, 
Thairon Mendes
| 
    Stars:
Ciara Rose Burke, 
Lyn Lorken, 
Patrick Murphy, 
Craig Grainger
",665,85.0,I
James,"
Action, Romance            ",3.6,"
A story of a young man's quest to avenge the death of his older brother.","
    Director:
Rohit Jugraj
| 
    Stars:
Mohit Ahlawat, 
Priyanka Kothari, 
Mohan Agashe, 
Ishrat Ali
",340,24.0,J
Miss Me This Christmas,"
Comedy, Romance            ",4.5,"
Before finalizing their divorce on Christmas Day, Regina returns to the Chesterton Hotel where Franklin and she were originally married, only to meet an eccentric millionaire whose ...                See full summary »
","
    Director:
Kenny Young
| 
    Stars:
Erica Ash, 
Redaric Williams, 
Eva Marcille, 
Allen Maldonado
",478,87.0,M
Hur många kramar finns det i världen?,"
Comedy, Drama            ",4.8,"
A drama-comedy about Max, a successful New York-based commercial cinematographer, who is disillusioned and alone.","
    Director:
Lena Koppel
| 
    Stars:
Ellinore Holmer, 
Maja Karlsson, 
Claes Malmberg, 
Mats Melin
",505,95.0,H
