MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Gek van geluk,"
Comedy, Romance            ",5.4,"
In 'Gek van Geluk', Plien van Bennekom steps into the role of single mum Lena. Lena writes love songs but it stumped with writer's block due to the lack of romance in her life. That is ...                See full summary »
","
    Director:
Johan Nijenhuis
| 
    Stars:
Plien van Bennekom, 
Matteo van der Grijn, 
Carly Wijs, 
Henry van Loon
",341,106.0,G
Cricket Fever: Mumbai Indians,"
Sport            ",7.3,"
Following the 2018 season of the Mumbai Indians, one of the world's most popular Cricket clubs.","
            
    Stars:
Rohit Sharma, 
Jasprit Bumrah, 
Bhushan Kadam, 
Mandar Karane
",646,40.0,C
Being Elmo: A Puppeteer's Journey,"
Documentary            ",7.6,"
The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.","
    Directors:
Constance Marks, 
Philip Shane
| 
    Stars:
Kevin Clash, 
Whoopi Goldberg, 
Frank Oz, 
Bill Barretta
",6897,80.0,B
Antoine Griezmann: The Making of a Legend,"
Documentary, Biography, Sport            ",6.5,"
With heart and determination, Antoine Griezmann overcame his small stature to become one of the world's top soccer players and a World Cup champion.","
",1019,60.0,A
Anytown,"
Crime, Drama, Thriller            ",4.8,"
A middle-American teenage boy who is affected by 9/11, terrorism, and the war in Iraq becomes involved in an isolated high school altercation that escalates into a hate crime that shocks the entire nation.","
    Director:
David Rodriguez
| 
    Stars:
Matt O'Leary, 
Marshall Allman, 
Jonathan Halyalkar, 
Sam Murphy
",367,85.0,A
El club de los buenos infieles,"
Comedy            ",5.6,"
Four childhood friends, all married with no passion left, get together in a high school reunion dinner. Between laughs and drinks, they all agree that they love their wives but no longer ...                See full summary »
","
    Director:
Lluís Segura
| 
    Stars:
Fele Martínez, 
Hovik Keuchkerian, 
Albert Ribalta, 
Jordi Vilches
",608,90.0,E
City of Joy,"
Documentary, Crime, Drama            ",7.5,"
This film follows the first class of students at a remarkable leadership center in the Eastern Democratic Republic of Congo, a region often referred to as ""the worst place in the world to ...                See full summary »
","
    Director:
Madeleine Gavin
| 
    Stars:
Christine Schuler-Deschryver, 
Denis Mukwege Mukengere, 
Eve Ensler, 
Jane Mukunilwa
",475,74.0,C
Bad Papa,"
Drama, Family            ",7.4,"
Yoo Ji Cheol used to be a top boxer. After hitting rock bottom, he decides to gain control of his life again through mixed martial arts.","
            
    Stars:
Lee Da-wit, 
Jang Hyuk, 
Kim Jaekyung, 
Man-sik Jeong
",101,35.0,B
Departe de tine,"
Drama            ",5.5,"
A young couple struggles to keep their marriage afloat in a foreign country.","
    Director:
James Pillion
| 
    Stars:
Maia Morgenstern, 
Shuang Hu, 
Andi Vasluianu, 
Maria Dinulescu
",108,93.0,D
A Yellow Bird,"
Drama            ",5.5,"
Siva, a Singaporean-Indian man is released after in prison for contraband smuggling. Unable to find forgiveness form his mother, he begins a quest to locate his ex-wife and daughter. Just ...                See full summary »
","
    Director:
K Rajagopal
| 
    Stars:
Sivakumar Palakrishnan, 
Lu Huang, 
Seema Biswas, 
Udaya Soundari
",203,112.0,A
Fifty,"
Drama            ",8.3,"
Juggling careers and families, four ambitious Nigerian women, are faced with the consequences of their choices as they approach fifty.","
            
    Stars:
Dakore Akande, 
Chris Attoh, 
Iretiola Doyle, 
Timini Egbuson
",32,24.0,F
Chris Rock Total Blackout: The Tamborine Extended Cut,"
Comedy            ",7.1,"
Chris Rock takes the stage filled with searing observations on fatherhood, infidelity and politics.","
    Director:
Chris Rock
| 
    Stars:
Dave Chappelle, 
Jimmy Fallon, 
Questlove, 
Robin Quivers
",133,98.0,C
Abla Fahita: Drama Queen,"
Comedy, Crime, Drama            ",6.6,"
Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.","
            
    Stars:
Caro, 
Abla Fahita, 
Mena Adel, 
Nadia Hamzeh
",388,25.0,A
BreadCrumbs,"
Horror, Thriller            ",3.2,"
A group of Porn Filmmakers are systematically attacked by 2 children on the set of a remote shoot.","
    Director:
Mike Nichols
| 
    Stars:
Dan Shaked, 
Marianne Hagan, 
Jim J. Barnes, 
Zoe Sloane
",828,88.0,B
"Bloed, Zweet & Tranen","
Biography, Drama, Music            ",7.1,"
The turbulent life story of the most famous folk singer the Netherlands has ever known: André Hazes.","
    Director:
Diederick Koopal
| 
    Stars:
Martijn Fischer, 
Hadewych Minis, 
Fedja van Huêt, 
Matheu Hinzen
",1792,111.0,B
Blue Kids,"
Drama, Thriller            ",4.8,"
A brother and a sister live on the borderline between awareness of their actions and total unconsciousness, until they commit a sin from which there is no return.","
    Director:
Andrea Tagliaferri
| 
    Stars:
Fabrizio Falco, 
Matilde Gioli, 
Agnese Claisse, 
Giustiniano Alpi
",79,75.0,B
Feedback,"
Sci-Fi, Thriller            ",4.9,"
Set in a bleak and desolate world, three friends embark on an ill-conceived plan to outrun their destinies. As they try to cheat time, they find themselves in a race against their past and the inevitable future.","
    Director:
Teo Konuralp
| 
    Stars:
Joe Tabb, 
Melissa Pursley, 
Jesse Bob Harper, 
Jerry Giordano
",264,88.0,F
Dear Mr. Watterson,"
Documentary            ",6.4,"
A documentary about the impact of the newspaper comic strip ""Calvin and Hobbes"", created by Bill Watterson.","
    Director:
Joel Allen Schroeder
| 
    Stars:
Berkeley Breathed, 
Jef Mallett, 
Stephan Pastis, 
Seth Green
",1834,89.0,D
Bookmarks: Celebrating Black Voices,"
Family            ",4.9,"
Prominent Black celebrities and artists read children's books from Black authors that highlight the Black experience. Conversations center around themes of identity, respect, justice, and action.","
            
    Stars:
Marley Dias, 
Karamo Brown, 
Grace Byers, 
Common
",143,24.0,B
Cooking on High,"
Game-Show            ",4.9,"
Competitive cooking show where the primary ingredient is marijuana.","
            
    Stars:
Ngaio S. Bealum, 
Josh Leyva, 
Brandon Coates, 
Chef Dee
",454,14.0,C
An Act of War,"
Crime, Drama, Thriller            ",5.2,"
A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.","
    Director:
Ryan M. Kennedy
| 
    Stars:
Russ Russo, 
Natasha Alam, 
Doug E. Doug, 
Joseph R. Gannascoli
",1422,99.0,A
"Fat, Sick & Nearly Dead 2","
Documentary            ",6.4,"
Joe Cross examines how to make healthy habits last. Joe meets with experts who present realistic solutions to make long-term sustainable improvements to eating behaviors and overall health.","
    Director:
Kurt Engfehr
| 
    Stars:
Joe Cross, 
Bjarke de Koning, 
Carrie Diulus, 
Sheila Kar
",1611,88.0,F
Alles voor elkaar,"
Comedy            ",5.4,"
Four friends who are nearly turning 30 need to work together in order to fulfill their dreams.","
    Director:
Danny Stolker
| 
    Stars:
Maryam Hassouni, 
Esmée van Kampen, 
Yootha Wong-Loi-Sing, 
Sarah Chronis
",293,93.0,A
Black Privilege,"
Family            ",3.3,"
When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.","
    Director:
Mark Harris
| 
    Stars:
Anah Ambuchi, 
Malcom Banks, 
Sarah Cigan, 
Tommy Corts
",205,79.0,B
"Especial de Natal: Se Beber, Não Ceie","
Short, Comedy            ",6.3,"
It's the morning after the Last Supper and the disciples are waking up hungover and wondering where their Messiah is.","
    Director:
Rodrigo Van Der Put
| 
    Stars:
Fábio Porchat, 
Gregório Duvivier, 
Antonio Tabet, 
Pedro Benevides
",2219,44.0,E
Breaking the Bee,"
Documentary            ",6.9,"
Chronicle of the ups and downs of four Indian-American students as they compete to realize their dream of winning the iconic tournament.","
    Director:
Sam Rega
| 
    Stars:
Srinivas Ayyagari, 
Jacques Bailly, 
Valerie Browning, 
Ratnam Chitturi
",675,82.0,B
Creator's File: Gold,"
Comedy            ",6.5,"
Comedian Ryuji Akiyama satirizes top ""creators"" in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars.","
            
    Stars:
Yumi Adachi, 
Ryûji Akiyama, 
Shino Ikenami, 
Mei Nagano
",17,24.0,C
Camino a Roma,"
Documentary            ",7.7,"
Director Alfonso Cuaron reflects on the creative decisions behind ROMA.","
    Directors:
Andres Clariond, 
Gabriel Nuncio
| 
    Stars:
Yalitza Aparicio, 
Odín Ayala, 
Eugenio Caballero, 
Zarela Lizbeth Chinolla Arellano
",578,72.0,C
Fred Armisen: Standup For Drummers,"
Comedy            ",5.8,"
Comedian and drummer Fred Armisen performs stand-up material, music, and sketches for an audience of fellow drummers.","
    Director:
Lance Bangs
| 
    Stars:
Fred Armisen, 
Clem Burke, 
Vinnie Colaiuta, 
Tre Cool
",1210,65.0,F
Firebrand,"
Drama            ",5.2,"
The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.","
    Director:
Aruna Raje
| 
    Stars:
Usha Jadhav, 
Girish Kulkarni, 
Sachin Khedekar, 
Rajeshwari Sachdev
",262,116.0,F
Follow This,"
Documentary            ",4.9,"
A look inside the busy newsroom at BuzzFeed.","
            
    Stars:
Karolina Waclawiak, 
Scaachi Koul, 
Bim Adewunmi, 
Azeen Ghorayshi
",678,24.0,F
Bolbol Hayran,"
Comedy, Drama, Romance            ",6.4,"
Bolbol, a rich man who is trying to take the hard decision of his future wife, meets the women who he believes is the perfect one for him but after a while he finds out she is not that good...                See full summary »
","
    Director:
Khalid Marie
| 
    Stars:
Ahmed Helmy, 
Zeina, 
Sherry Adel, 
Aimi Samir Ghanem
",2445,110.0,B
Don't Watch This,"
Short, Horror            ",3.2,"
A collection of very short horror films.","
            
    Stars:
Acacia Marquez, 
John Salandria, 
Bri Leone, 
Jacob Nichols
",1542,24.0,D
A Little Help with Carol Burnett,"
Talk-Show            ",6.2,"
With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.","
            
    Stars:
Caleb Jeon, 
Emmersyn Fiorentino, 
Charlie Kolsby, 
Seane Mele
",224,23.0,A
Barami Boonda,"
Drama            ",7.7,"
""The Wind Blows"" is a story about a man who decided to divorce his beloved wife after suffering from Alzheimer's disease and a woman who decided to divorce her husband to have children. The plot unfolds six years later when they reunite.","
            
    Stars:
Woo-seong Kam, 
Ha-neul Kim, 
Ahn Dong-Goo, 
Kim Ga-eun
",33,24.0,B
Feo pero Sabroso,"
Comedy            ",4.2,"
When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.","
    Directors:
Fernando Ayllón, 
Jose Manuel Ospina
| 
    Stars:
Iván Marín, 
Lina Cardona, 
Carlos Barbosa, 
Ana Cristina Botero
",154,90.0,F
Cops and Robbers,"
Animation, Short, Drama            ",6.9,"
This animated short film is inspired by a spoken word poetry video created in response to the murder of Ahmaud Arbery.","
    Directors:
Arnon Manor, 
Timothy Ware-Hill
| 
    Star:
Timothy Ware-Hill
",549,6.0,C
ETXR,"
Adventure, Music, Sci-Fi            ",4.1,"
Bix the Bug is a DJ who comes into possession of a Teslascope -- Nikola Tesla's legendary invention, which he claims was capable of receiving signals from Extra Terrestrial worlds.","
    Director:
Trevor Sands
| 
    Stars:
Samuel Hunt, 
Jeremy Luke, 
Levi Fiehler, 
Brianne Howey
",199,80.0,E
Dance Dreams: Hot Chocolate Nutcracker,"
Documentary, Family            ",7.1,"
Behind-the-scenes at the Debbie Allen Dance Academy and their award-winning version of The Nutcracker, which blends a variety of dance traditions.","
    Director:
Oliver Bokelberg
| 
    Stars:
Debbie Allen, 
Tichina Arnold, 
Vivian Nixon, 
Kylie Jefferson
",277,80.0,D
Cirque du Soleil: Luna Petunia,"
Animation, Family, Fantasy            ",6.3,"
Luna Petunia is a new animated Netflix original series for preschool kids developed by Saban Brands and Cirque du Soleil Média. Inspired by the Cirque du Soleil brand of creativity and ...                See full summary »
","
            
    Stars:
Neil Crone, 
Edward Glen, 
Jonah Wineberg, 
Ciara Alexys
",53,22.0,C
Dark Chocolate,"
Crime, Thriller            ",4.2,"
Inspired by a true event, the discovery of a charred corpse in the woods leads to a high-profile murder investigation.","
    Director:
Agnidev Chatterjee
| 
    Stars:
Mahima Chaudhry, 
Sudip Chatterjee, 
Riya Sen, 
Mumtaz Sorcar
",224,92.0,D
Gekijouban Shimajirou no wao!: Shimajirou to kujira no uta,"
Animation, Adventure, Family            ",7.5,"
Shimajiro and his friends discover an injured whale and Gaogao helps it out, they later go underwater to find the whale mother and the fish in the ocean and encounters a giant crab.","
    Directors:
Hiroshi Kawamata, 
Young Kyun Park, 
Isamu Hirabayashi
| 
    Stars:
Omi Minami, 
Miki Takahashi, 
Takumi Yamazaki, 
Saori Sugimoto
",12,24.0,G
Fortune Feimster: Sweet & Salty,"
Comedy            ",6.9,"
Southern-born comedian Fortune Feimster recalls her childhood misadventures as a former Girl Scout, debutante and (disqualified) swim meet champion, and her family's complicated relationship with Hooters.","
    Director:
Krysia Plonka
| 
    Stars:
Fortune Feimster, 
Henry Gelinas
",791,61.0,F
Buddi,"
Animation            ",7,"
Add a Plot
","
            
    Stars:
Greta Jameson, 
Ralf Jameson, 
Clementine Laikin, 
Felix Laikin
",48,24.0,B
Dressing Funny,"
Comedy            ",7,"
Each episode, Tan France dresses ""some of the funniest people on the planet!""","
            
    Stars:
Tan France, 
Colleen Ballinger, 
Pete Davidson, 
Rachel Dratch
",33,24.0,D
Geez & Ann,"
Drama, Romance            ",5.1,"
They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.","
    Director:
Rizki Balki
| 
    Stars:
Junior Roberts, 
Hanggini, 
Roy Sungkono, 
Shenina Cinnamon
",211,105.0,G
Cellmates,"
Comedy, Drama            ",5.6,"
Leroy Lowe, grand dragon of the Texas Ku Klux Klan confronts everything he's been taught to hate when he's sentenced to three years of hard labor on a prison work farm, where Warden ...                See full summary »
","
    Director:
Jesse Baget
| 
    Stars:
Tom Sizemore, 
Stacy Keach, 
Kevin P. Farley, 
Héctor Jiménez
",581,85.0,C
Blood Brother,"
Documentary            ",8.3,"
Documentarian visits best friend in India to see the mutual unconditional love that keeps his buddy bonded to a village hostel housing AIDS-afflicted children.","
    Director:
Steve Hoover
| 
    Stars:
Rocky Braat, 
Steve Hoover, 
Anitha, 
Devi
",1618,92.0,B
Colin Quinn: Red State Blue State,"
Comedy            ",7.6,"
Comedian Colin Quinn talks about American politics and how divided the country is.","
    Director:
Bobby Moresco
| 
    Star:
Colin Quinn
",632,24.0,C
Bikya,"
Comedy, Drama            ",4.5,"
An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.","
    Director:
Mohamed Hamdy
| 
    Stars:
Muhammad Ragab, 
Ayten Amer, 
Hasan Abdulfattah, 
Sabri Abdulmonem
",105,95.0,B
De Reünie,"
Drama, Mystery            ",5.6,"
Sabine is looking for the truth behind the disappearance of her best friend twenty years ago. An encounter with Olaf, a handsome man she met in her teenage years, and the announcement of a high school reunion turns her life upside down.","
    Director:
Menno Meyjes
| 
    Stars:
Thekla Reuten, 
Daan Schuurmans, 
Marie-Mae van Zuilen, 
Daantje Idelenburg
",570,99.0,D
Epilogue: The Punchline,"
Short, Comedy            ",7.6,"
Dave's encore from his special Sticks and Stones.","
    Director:
Stan Lathan
| 
    Star:
Dave Chappelle
",37,23.0,E
Dragons: Rescue Riders: Huttsgalor Holiday,"
Animation, Family            ",5.8,"
Odinyule, the feast of the Vikings sharing, begins with the snow. But if the Rescue Team does not step in, perhaps the tradition will be canceled due to extreme weather conditions.","
    Directors:
Greg Rankin, 
T.J. Sullivan
| 
    Stars:
Noah Kaye Bentley, 
Brennley Brown, 
Zach Callison, 
Nicolas Cantu
",91,46.0,D
Demetri Martin: The Overthinker,"
Comedy            ",7.2,"
With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.","
    Director:
Jay Karas
| 
    Star:
Demetri Martin
",1553,56.0,D
Akhir Kisah Cinta Si Doel,"
Drama, Romance            ",6.7,"
The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.","
    Director:
Rano Karno
| 
    Stars:
Rano Karno, 
Maudy Koesnaedi, 
Cornelia Agatha, 
Mandra
",119,93.0,A
Estocolmo,"
Crime, Drama, Mystery            ",5.8,"
An undercover agent, a prosecutor, and a journalist try to bring down a human trafficking ring, but nothing is as straightforward as it seems.","
            
    Stars:
Luciano Cáceres, 
Juana Viale, 
Jorge Marrale, 
Pia Galeano
",328,60.0,E
Fallen,"
Documentary            ",8.2,"
A humanizing look at line-of-duty police deaths across the country, and how these losses effect those close to the fallen, as well as the communities they serve.","
    Director:
Thomas Marchese
| 
    Star:
Michael Chiklis
",100,75.0,F
Carlos Ballarta: Furia ñera,"
Comedy            ",7.2,"
Add a Plot
","
    Directors:
Raúl Campos, 
Jan Suter
| 
    Star:
Carlos Ballarta
",177,24.0,C
Bangkok Love Stories: Plead,"
Drama            ",7.1,"
Add a Plot
","
            
    Stars:
Chanon Santinatornkul, 
Sutatta Udomsilp, 
Morakot Liu, 
Varot Makaduangkeo
",43,24.0,B
Alan Saldaña: Locked Up,"
Comedy            ",4.1,"
Add a Plot
","
    Director:
Alex Díaz
| 
    Star:
Alan Saldaña
",24,49.0,A
GMO OMG,"
Documentary            ",6.4,"
Filmmaker Jeremy Seifert journeys to Haiti, Paris, Norway, and even agri-giant Monsanto in search of answers about genetically modified organisms (GMOs) and how they affect our children, the health of our planet, and our freedom of choice.","
    Director:
Jeremy Seifert
| 
    Stars:
Jeremy Seifert, 
Vandana Shiva, 
Cary Fowler, 
Dennis Kucinich
",1445,90.0,G
Asktan Kaçilmaz,"
Drama, Romance            ",6.2,"
A young man at odds with his father returns home when his younger brother runs away. But his father is a criminal mastermind and his home town is a complicated place. Will he escape the ...                See full summary »
","
            
    Stars:
Berk Oktay, 
Pelin Akil, 
Çagdas Onur Öztürk, 
Ceren Hindistan
",46,100.0,A
Blood Cells,"
Drama            ",7,"
A decade after a catastrophe destroyed his family and their farm, momentous news from home compels an exiled young man to embark upon an intense and surreal journey through the broken and beautiful margins of contemporary Britain.","
    Directors:
Joseph Bull, 
Luke Seomore
| 
    Stars:
Jimmy Akingbola, 
Mohammed Ali, 
Olivia Bernstone, 
Silas Carson
",84,86.0,B
Barbra: The Music... The Mem'ries... The Magic!,"
Music            ",7.5,"
Barbra Streisand's film concert event finds the legend joined by a roster of special guests, as she takes audiences on a journey of her life's work, like a stroll down memory lane with a good friend.","
    Directors:
Jim Gable, 
Barbra Streisand
| 
    Stars:
Barbra Streisand, 
Stephanie 'Stevvi' Alexander, 
Alec Baldwin, 
James Brolin
",416,110.0,B
Deon Cole: Cole Hearted,"
Comedy            ",6.9,"
Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""","
    Director:
Ryan Polito
| 
    Star:
Deon Cole
",780,69.0,D
El sendero de la anaconda,"
Documentary            ",6.8,"
Add a Plot
","
    Director:
Alessandro Angulo
",243,73.0,E
Figli del Destino,"
Biography, History, War            ",6.7,"
The story of four Italian children facing the racial laws and the wave of hate brought by fascism against the Jews.","
    Directors:
Francesco Miccichè, 
Marco Spagnoli
| 
    Stars:
Massimo Poggio, 
Massimiliano Gallo, 
Valentina Lodovini, 
Liliana Segre
",64,92.0,F
Betoben baireoseu,"
Comedy, Drama, Romance            ",7.6,"
Kang Gun Woo is a world renowned orchestra maestro who is a perfectionist in his work. He is not an easy person to work with and is feared by all his players. By chance, he comes across Du ...                See full summary »
","
            
    Stars:
Myung-Min Kim, 
Ji-Ah Lee, 
Keun-Suk Jang, 
Yeong-hee Hwang
",318,24.0,B
Embarazados,"
Comedy, Romance            ",5.5,"
It seems simple: an egg + sperm = one embryo. But if your sperm is ""few, vague and abnormal"" and your woman is premenopausal at age 37, things start to get complicated.","
    Director:
Juana Macías
| 
    Stars:
Paco León, 
Alexandra Jiménez, 
Alberto Amarilla, 
Ernesto Sevilla
",1475,100.0,E
Bill Hicks: Revelations,"
Documentary, Comedy            ",8.6,"
Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.","
    Director:
Chris Bould
| 
    Star:
Bill Hicks
",2983,57.0,B
Blockbuster,"
Comedy            ",5.5,"
Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches and elaborate scheme to win back his superhero loving girlfriend Lola.","
    Director:
July Hygreck
| 
    Stars:
Syrus Shahidi, 
Charlotte Gabris, 
Tom Hygreck, 
Gunther Love
",446,85.0,B
Ai hui lai,"
Drama, Romance            ",6.6,"
After years in the US, a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.","
            
    Stars:
June Tsai, 
Ray Chang, 
Ya-Jo Wu, 
Shao-Hua Lung
",13,24.0,A
Blazing Transfer Students,"
Action, Adventure, Comedy            ",6.6,"
Seven transfer students (all played by members of the Japanese group Johnny's West) get called to a high school run by a mysterious headmaster. What do these seven seemingly unrelated transfer students have in common?","
            
    Stars:
Ryusei Fujii, 
Takahiro Hamada, 
Takeshi Kaga, 
Tomohiro Kamiyama
",110,24.0,B
Care Bears and Cousins,"
Animation            ",6.8,"
The Care Bears are at it again, with fun adventures with their cousins, learning valuable lessons about friendship, hard work and most of all, caring. All in wonderful and colorful 3D CGI animated.","
            
    Stars:
Braeden Marcott, 
Doug Erholtz, 
Braeden Fox, 
Olivia Hack
",69,132.0,C
"El Potro, lo mejor del amor","
Biography, Drama, Music            ",5.2,"
A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.","
    Director:
Lorena Muñoz
| 
    Stars:
Rodrigo Romero, 
Florencia Peña, 
Fernán Mirás, 
Daniel Aráoz
",696,122.0,E
At the Dolphin Bay,"
Comedy, Drama, Romance            ",7.1,"
Legend has it a dolphin once helped to reunite a pair of tragic lovers. From then on, the well-adored animal became the guardian of love. At Dolphin Bay, a tale of love and myth continues.","
            
    Stars:
Angela Shao-Han Chang, 
Joyce Chao, 
Jill Hsu, 
Ambrose Hui
",29,24.0,A
"Ashley Madison: Sex, Lies & Cyber Attacks","
Documentary, Crime, History            ",5.4,"
The shocking story of the Ashley Madison hacking scandal.","
    Directors:
Havana Marking, 
Marc Morgenstern
| 
    Stars:
Rebecca Humphries, 
Noel Biderman, 
Louise Van Der Velde, 
Christopher Russell
",339,46.0,A
Chingo Bling: They Can't Deport Us All,"
Documentary, Comedy            ",6.5,"
On point and larger than life, rapper and stand-up comic Chingo Bling gathers his funniest observations for a rambunctious take on Tex-Mex culture.","
    Director:
Luis Lopez
| 
    Stars:
Jesus Sepulveda, 
Chingo Bling
",36,24.0,C
E-Team,"
Documentary, War            ",7.1,"
When atrocities are committed in countries held hostage by ruthless dictators, Human Rights Watch sends in the E-Team (Emergencies Team), a collection of fiercely intelligent individuals ...                See full summary »
","
    Directors:
Katy Chevigny, 
Ross Kauffman
| 
    Stars:
Anna Neistat, 
Ole Solvang, 
Peter Bouckaert, 
Fred Abrahams
",828,88.0,E
A Year in Burgundy,"
Documentary, Drama, Family            ",6.9,"
The film follows seven wine-making families in the Burgundy region of France through the course of a full year, and delves into the cultural and creative process of making wine, as well as ...                See full summary »
","
    Director:
David Kennard
| 
    Star:
Martine Saunier
",537,91.0,A
Delitto a Porta Romana,"
Comedy, Crime            ",6.3,"
A police inspector is called to Milan to investigate a murder case since he grew up in the same ghetto as the suspect.","
    Director:
Bruno Corbucci
| 
    Stars:
Tomas Milian, 
Bombolo, 
Olimpia Di Nardo, 
Nerina Montagnani
",300,92.0,D
Ellen DeGeneres: Relatable,"
Comedy            ",6.5,"
Comedian Ellen DeGeneres performs a live stand-up comedy set in Seattle.","
    Directors:
Joel Gallen, 
Tig Notaro
| 
    Stars:
Laura Dern, 
Ellen DeGeneres, 
Eddie Vedder, 
Jill Vedder
",4482,68.0,E
Aluna,"
Documentary, Adventure            ",7.7,"
The leaders of of an ancient hidden civilization in South America want to show mankind how to avoid destroying the planet. They travel with an aging British film-maker and four hundred kilometres of gold thread to trace invisible connections in nature.","
    Director:
Alan Ereira
| 
    Stars:
Mama Manuel Coronado, 
Alan Ereira, 
Francisca Zarabata, 
Mama Shibulata Zarabata
",150,89.0,A
Fearless,"
Documentary            ",7.2,"
On a journey from Brazil to the Las Vegas championships, Professional Bull Riders risk it all to earn money, respect and titles.","
            
    Stars:
Grant Crookes, 
Ty Hurley
",275,24.0,F
Bill Hicks: Relentless,"
Documentary, Comedy            ",8.6,"
Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, drugs and music.","
    Director:
Chris Bould
| 
    Star:
Bill Hicks
",2425,61.0,B
Aziz Ansari Live in Madison Square Garden,"
Comedy            ",6.6,"
Stand-up comedian and TV star Aziz Ansari delivers his sharp witted take on immigrants, relationships and the food industry.","
            
    Stars:
Aziz Ansari, 
Patrick Cotnoir
",3066,58.0,A
Cyborg 009 vs Devilman,"
Animation, Action, Sci-Fi            ",6.1,"
The Cyborg team and Devilman cross paths to take on evil demons and cyborgs.","
            
    Stars:
Bryce Papenbrook, 
Johnny Yong Bosch, 
Christine Marie Cabanos, 
Spike Spencer
",239,28.0,C
A Night for Dying Tigers,"
Drama            ",5.1,"
There's no place like home. Thank god. A Night for Dying Tigers is a dark, heartfelt and ultimately revealing portrait of a family on the edge of disintegration.","
    Director:
Terry Miles
| 
    Stars:
Jennifer Beals, 
Gil Bellows, 
John Pyper-Ferguson, 
Leah Gibson
",408,90.0,A
Champs,"
Documentary, Biography, Sport            ",7.3,"
A documentary on boxing greats Mike Tyson, Evander Holyfield and Bernard Hopkins examines their lives in and out of the ring.","
    Director:
Bert Marcus
| 
    Stars:
Evander Holyfield, 
Bernard Hopkins, 
Mike Tyson, 
Larry 'Ratso' Sloman
",1887,85.0,C
A Garota Invisível,"
Comedy, Musical, Romance            ",4.6,"
Ariana has always gone unnoticed until, unintentionally, she posts a video in which she declares herself to the most popular boy in school. Now his ex-girlfriend will do anything to ruin the romance and make her want to be invisible again.","
    Director:
Mauricio Eça
| 
    Stars:
Guilherme Brumatti, 
Mharessa Fernanda, 
Bia Jordão, 
Bianca Paiva
",45,83.0,A
Chasing Cameron,"
Reality-TV            ",3.7,"
The series centers around Cameron Dallas, a ""social media influencer"",best known for his Vine videos. The half-hour episodes show Cameron, and Magcon members' road to stardom. Co-stars tour members and Dallas' immediate family members.","
            
    Stars:
Trey Schafer, 
Lee Westwick, 
Aaron Carpenter, 
Cameron Dallas
",490,31.0,C
BORDER2 Shokuzai,"
Drama            ",6.5,"
Picking up from ""Border"" supernatural thriller drama, As the justice he dealt return to haunt him, the boundaries between good and evil become even more blurred.","
    Director:
Kazuki Kaneshiro
| 
    Stars:
Munetaka Aoki, 
Ken'ichi Endô, 
Arata Furuta, 
Kenta Hamano
",154,24.0,B
Chi m'ha visto,"
Comedy            ",5.7,"
A guitarist who played for the greatest italian artists but without fame, decides to disappear to become famous.","
    Director:
Alessandro Pondi
| 
    Stars:
Pierfrancesco Favino, 
Giuseppe Fiorello, 
Mariela Garriga, 
Dino Abbrescia
",314,105.0,C
Cristina,"
Documentary, Short            ",8,"
An intimate journey of a 37-year-old Cristina, as fate brings to her life both a new love and an unbeatable challenge. Determined to pass on a message of hope and a 'live in the now' ...                See full summary »
","
    Director:
Michèle Ohayon
| 
    Star:
Cristina Weigmann
",217,39.0,C
Border: Keishichô Sôsa Ikka Satsujinhan Sôsa Dai 4-gakkari,"
Drama            ",6.7,"
Ishikawa Ango is a very capable detective that lives only for his job. One day, while investigating a crime scene, he gets shot in the head by the criminal that was still lurking about. ...                See full summary »
","
            
    Stars:
Shun Oguri, 
Munetaka Aoki, 
Haru, 
Ken'ichi Endô
",315,54.0,B
